,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas
0,-1.0164813758060804,-1.1416389115928047,-0.7777286286684938,-0.7777290571148435,-0.31485157985580653,-0.3149959476741964,-0.09138945617035518,-0.35553650716540525,-0.26609870748602676,-1.1877076417783596,1.5763032124333762,1.2239564935362277,-1.223956493536228,0.022919807412130767,-0.9408635088064823,-1.2585311128231964,-1.4353637007831819,-0.4862265923478756,-0.5753307998221396,0.7964013817580219,0.8798039264445185,-0.08353763728646176,-0.8984368516259391,0.5288723714154281,1.4676555149451112,-1.0757517009495405,-0.009489663128005652
1,0.14189426918505454,0.06640321900217044,0.5001879910667724,0.5001707009169036,-0.34562302582941234,-0.33824159950430877,-0.12422455569005203,-0.38057352652572896,-0.017079197461135388,-0.3849752031698604,1.5763032124333762,1.2239564935362277,-1.223956493536228,0.022919807412130767,1.4450430559308667,-0.25434915246854295,-1.342739861700209,-0.504887746472215,-0.043289590662221204,0.6542232700079886,0.8798039264445185,-0.5819359424362653,-1.15784128484713,0.1301740150592867,1.4175296017185308,-0.29782420399886445,-0.8457589962013518
2,0.49536212768981214,0.43625305598965036,-0.05454636734885248,-0.05456620834965624,-0.35278367677924516,-0.3448832143129123,-0.15002356245552811,-0.38726086890341815,0.4498323838355359,-0.2779442113553939,1.1335209706460003,1.2239564935362277,-1.223956493536228,0.3860818171014863,2.133548475297652,-0.5217909372654644,-0.8762994927724107,-0.5031912779154568,0.5734506054273291,0.5718197397744859,0.8798039264445185,-0.8128144246743197,-1.15784128484713,-0.32576430410889,1.1651026920834817,0.05718505995096874,-1.0915125634258658
3,0.5414666309730414,0.48650439253686234,-0.7222250934181533,-0.7222253233429841,-0.3324629105702602,-0.3282791772914035,-0.08904409191894826,-0.3657364127365143,0.4498323838355359,-0.22442871544816057,-0.7344666118944918,-0.8170225047058841,0.8170225047058839,3.836120909150364,1.3248966909419946,0.19745985727012536,-1.5320467519375198,-0.47774424956408496,-0.2961530710589368,0.7964013817580219,0.8798039264445185,-0.3130214664192892,-1.0188968766605995,0.55022728061838,1.5199781813409836,-0.17141939031975711,-0.18923747608598362
4,1.3790317739517062,1.3829882365391235,-0.6496776270324437,-0.6495588392220943,0.0996920508074867,-0.1722012292892205,0.41520922213353917,0.07930671062588347,-1.4800688188573723,-0.22442871544816057,-0.7344666118944918,-0.8170225047058841,0.8170225047058839,1.9295203582812472,-0.8751167479653496,0.25065672454580706,-1.8619499875557566,-0.35220557636398364,-1.345433724672625,0.7473008326551577,0.8798039264445185,1.127655191280334,-0.21846077927511548,2.2161303521517435,1.6985143025543805,-0.45650258712795644,1.221635521361226
5,-0.2711252393938742,-0.3557080079944099,-0.873917095109751,-0.873892653580967,-0.24459978810474425,-0.3050335254612911,0.009461206640142298,-0.28107368198060717,-0.6396279725233638,-0.1709132195409273,-0.4992385459449484,-0.8170225047058841,0.8170225047058839,-0.7034042119665803,0.9621214166561507,-0.5283494551487677,-1.6398003814683084,-0.4319395985316155,-0.24886965602540434,0.7964013817580219,0.8798039264445185,0.3891229787396051,-0.6112019988277748,1.1805273326601429,1.578291992744017,-0.6414032454351614,1.1845072845862994
6,-0.3037825958861616,-0.3456577406849675,-0.8523751624378966,-0.8521659835769039,1.385319192962602,0.3923360294420796,0.818611873375529,2.490774087072953,-1.915852961400932,3.682202485779869,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,0.5269245834742367,-0.5480250087986774,-1.8128704234201576,-0.23345277739091483,-1.9202355874280856,0.6286055922151897,0.8798039264445185,1.856551618730403,0.37968555193147363,2.674490362054276,1.6719535596893003,2.759424135356991,1.221635521361226
7,-0.7321702722261667,-0.8401308923095331,-0.8115278973569412,-0.8115416311874772,-0.34097827926735863,-0.334920792100007,-0.1476781982041212,-0.36376242641714385,1.2280183526633215,2.2372840962845704,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,-0.3551499794857315,-0.5407377667061182,-0.26114435432095495,-0.4658689696667781,1.2276063734129787,0.7964013817580219,0.8798039264445185,-0.4713779871855328,-0.6971855339387222,-0.22515406178158134,0.8321947345189035,2.120676406659374,-0.7352582915140704
8,-0.4632273364073294,-0.5526932472594808,-0.6884861362791299,-0.688497297615201,-0.31543217317606326,-0.32163756248279995,-0.1336060126956797,-0.3447430389423787,-0.9820297988075894,0.9529121945109716,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,0.19852451917132002,-1.4232227841150333,-0.26114435432095495,-0.4353325356451318,1.0532744779849992,0.7964013817580219,0.8798039264445185,-0.08975018293701856,-0.46062696753444987,0.025821159778883305,0.8321947345189035,0.07802840688741731,-0.07696876012370561
9,-0.9550087047617748,-1.0612367731172656,-0.4912521508602878,-0.4911868252374624,-0.07506653858978399,-0.2186925329494452,0.19709034675269574,-0.05095490885660869,-0.9820297988075894,0.6853347149748052,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,-0.8143760856654199,0.08669377746322568,-1.7460779338822372,-0.4047961016234855,-1.0802354403541181,0.7195483483796254,0.8798039264445185,0.8690104335836666,-0.2732908596357194,1.786610477358352,1.6358069848127623,0.4451402593809948,1.221635521361226
10,-0.8935360337174691,-1.0049552761843883,-0.47191412620944306,-0.47191431185659466,-0.28098363617416494,-0.3282791772914035,-0.08200799916472751,-0.3044334963475192,-0.26609870748602676,0.6853347149748052,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,-0.6875549226216106,-1.3233875674469728,-1.1836925523585309,-0.4455113469856805,1.2851687917146701,0.7964013817580219,0.8798039264445185,0.19399833065373678,-0.5326952928569103,0.6118703174928801,1.3314568184489848,0.14795447402905115,0.812635579745368
11,-0.12704866663378278,-0.20696405181466254,-0.870335603660775,-0.8703241497726413,-0.3115615510410185,-0.23197576256665228,-0.03275534988518223,-0.34217744247981413,0.3875775063293131,-0.5990371867987936,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,0.8910348173710682,1.0347639737051735,-1.5294636169830145,-0.4658689696667781,-1.5312781037609426,0.4868544417617031,0.8798039264445185,-0.049558816177291534,-0.6971855339387222,0.8870624463968981,1.5187799523395513,-0.0954420289062511,0.9411110657284475
12,-1.0087972919255421,-1.1255584838976969,-0.8293834979425031,-0.8293779500171502,-0.2736294541175799,-0.32163756248279995,-0.067935813656286,-0.2818371128914616,0.5432147000948702,1.4880671535833043,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,-0.9251777333773796,-1.1288182035756433,-1.2862799119803092,-0.4455113469856805,0.7790306707905127,0.7964013817580219,0.8798039264445185,0.23938794989658335,-0.5326952928569103,0.7245890134919657,1.3869747621820099,0.9406740236443036,0.9543711502909211
13,0.018948927096443195,-0.0562100421730267,-0.8004192990761073,-0.8004105597600856,-0.28272541613493507,-0.29839191065268755,-0.05386362814784449,-0.32684048645740577,-0.7018828500295867,-1.0271611540566599,1.5763032124333762,-0.8170225047058841,0.8170225047058839,1.2939868413248752,1.1917344697459948,-1.574797419640264,-1.5527118315735613,-0.4760477810073268,-0.8281942802188552,0.7964013817580219,0.8798039264445185,0.18271431916598985,-0.7923074157764366,0.8251992558192748,1.5311616520210174,-1.1194554929130618,0.7204043248997172
